horizon_seconds,price_range,band_low,band_high,n,total_available_contracts,coverage,wins,losses,p_success,avg_cost,ev_p_minus_c,gross_pnl,profit_per_available_contract,p_value_break_even,neighbor_count,neighbor_positive_count,neighbor_positive_share,neighbor_profit_per_available_mean,positive_component_size,positive_component_profit_per_available_mean,stable
600,0.50-0.60,0.50,0.60,38,184,0.206522,21,17,0.552632,0.550000,0.002632,0.100000,0.000543,0.5539724797,8,4,0.500000,-0.002296,81,0.015013,0
600,0.50-0.70,0.50,0.70,73,184,0.396739,41,32,0.561644,0.599726,-0.038082,-2.780000,-0.015109,0.785775712,14,9,0.642857,0.004227,0,0.000000,0
600,0.50-0.80,0.50,0.80,122,184,0.663043,81,41,0.663934,0.662213,0.001721,0.210000,0.001141,0.5264322095,17,10,0.588235,0.004571,81,0.015013,0
600,0.50-0.90,0.50,0.90,165,184,0.896739,118,47,0.715152,0.713376,0.001776,0.293000,0.001592,0.5190664571,17,10,0.588235,0.008763,81,0.015013,0
600,0.50-1.00,0.50,1.00,184,184,1.000000,135,49,0.733696,0.735609,-0.001913,-0.352000,-0.001913,0.563522197,11,7,0.636364,0.008234,0,0.000000,0
600,0.60-0.70,0.60,0.70,35,184,0.190217,20,15,0.571429,0.653714,-0.082286,-2.880000,-0.015652,0.8842954139,17,12,0.705882,0.006541,0,0.000000,0
600,0.60-0.80,0.60,0.80,84,184,0.456522,60,24,0.714286,0.712976,0.001310,0.110000,0.000598,0.5443441656,23,16,0.695652,0.007792,81,0.015013,0
600,0.60-0.90,0.60,0.90,127,184,0.690217,97,30,0.763780,0.762260,0.001520,0.193000,0.001049,0.5328042232,26,19,0.730769,0.011013,81,0.015013,1
600,0.60-1.00,0.60,1.00,146,184,0.793478,114,32,0.780822,0.783918,-0.003096,-0.452000,-0.002457,0.5845603264,17,13,0.764706,0.010381,0,0.000000,0
600,0.70-0.80,0.70,0.80,49,184,0.266304,40,9,0.816327,0.755306,0.061020,2.990000,0.016250,0.2061132591,17,12,0.705882,0.005140,81,0.015013,1
600,0.70-0.90,0.70,0.90,92,184,0.500000,77,15,0.836957,0.803554,0.033402,3.073000,0.016701,0.2518068418,23,15,0.652174,0.006219,81,0.015013,0
600,0.70-1.00,0.70,1.00,111,184,0.603261,94,17,0.846847,0.824973,0.021874,2.428000,0.013196,0.3189412932,17,10,0.588235,0.004454,81,0.015013,0
600,0.80-0.90,0.80,0.90,43,184,0.233696,37,6,0.860465,0.858535,0.001930,0.083000,0.000451,0.5922698332,15,10,0.666667,0.007260,81,0.015013,0
